Product Name,Price,Our Price + 15%,Status,Category,Sub Category,SKU
Kanger ProTank 3 Dual Coil,,11.99,Disabled,Accessories,Tools,Kanger ProTank 3
Kanger K Box 40 Watt Mod,,22.99,Enabled,Devices,Variable Voltage/Wattage Mods,K Box 40 W
Kanger T3'D BDC Bottom Dual Coil,3.89,4.99,New,Tanks & Coils,Clearomizers,Kanger T3'D
Kanger MINI Protank 2 In 5 Colors,,7.99,Enabled,Accessories,Tools,Kanger-MINI-Protank 
Kanger Protank 2 Cartomizer Kit In 5 Colors,,8.99,Enabled,Accessories,Cartomizers,Kanger Pro Tank II
Kangertech Subtank Mini 4.5ml Tank,23.99,27.99,New,Tanks & Coils,Clearomizers,Kangertech Subtank Mini
Kanger UniTank Uni Protank From KangerTech In 5 Colors,6.9,7.99,New,Tanks & Coils,Clearomizers,Kanger UniTank Uni Protank
Kanger ProTank 3 Dual Coil Atomizer heads 5 Pack,,8.99,Enabled,Accessories,Tools,ProTank 3 Replacement
Kanger ProTank 5 Pack Replacement Atomizer heads,,6.99,Enabled,Accessories,Tools,ProTank Replacement
Kanger T3s eGo Bottom Coil Clearomizer,,4.99,Enabled,Tanks & Coils,Clearomizer Replacement Coils,Kanger T3s
Kanger EVOD Starter kit with BCC,23.95,27.99,New,Tanks & Coils,Clearomizers,Kanger EVOD Kit 650MAH
Kanger EVOD Bottom Coil Changeable Cartomizer 2.2ohms,,3.99,Disabled,Accessories,Cartomizers,Kanger Evod
Kanger MT3 Bottom coil Clearomizer,,4.99,Enabled,Tanks & Coils,Clearomizer Replacement Coils,Kanger MT3
Kanger Evod 5 Pack Replacement Atomizer heads,,5.99,Enabled,Accessories,Tools,Evod Replacement
Kanger T3s 5 Pack Replacement Atomizer heads,,5.99,Enabled,Accessories,Tools,Knger T3s Replacement
Kanger T2 Clearomizer Long wicks,3.25,3.99,New,Tanks & Coils,Clearomizers,Kanger T2
Kanger T3 eGo Bottom Coil 3.0 Clearomizer,,4.99,Enabled,Tanks & Coils,Clearomizer Replacement Coils,Kanger T3
T3 Replacement Atomizer heads for the Kanger T3,,2.99,Enabled,Accessories,Tools,T3 Replacement Atomizer
